1 23 13 1
3 244 234 4
7 536 526 4
11 810 800 4
12 810 800 4
16 799 789 4
22 1065 1055 4
28 1054 1044 4
31 1050 1040 4
33 1044 1034 4
39 1035 1025 4
54 1268 1258 4
55 1263 1253 4
56 1254 1244 4
58 1255 1245 4
60 1247 1237 4
62 1241 1231 4
67 1228 1218 4
74 1220 1210 4
75 1219 1209 4
85 1205 1195 4
89 1191 1181 4
90 1191 1181 4
100 1174 1164 4
4 1672 1652 9
5 1673 1653 9
14 2080 2060 9
17 2076 2056 9
19 2070 2050 9
21 2063 2043 9
25 2260 2240 9
35 2234 2214 9
38 2229 2209 9
40 2218 2198 9
43 2214 2194 9
46 2199 2179 9
47 2196 2176 9
48 2383 2363 9
49 2378 2358 9
50 2381 2361 9
57 2355 2335 9
64 2332 2312 9
65 2330 2310 9
69 2313 2293 9
71 2310 2290 9
76 2299 2279 9
77 2298 2278 9
78 2295 2275 9
79 2294 2274 9
80 2293 2273 9
83 2290 2270 9
91 2258 2238 9
92 2254 2234 9
93 2253 2233 9
96 2250 2230 9
97 2249 2229 9
99 2249 2229 9
2 2745 2715 14
8 2855 2825 14
9 2852 2822 14
10 2848 2818 14
13 2947 2917 14
20 2922 2892 14
27 3003 2973 14
29 2997 2967 14
34 2983 2953 14
53 3017 2987 14
61 2974 2944 14
63 2964 2934 14
66 2955 2925 14
68 2944 2914 14
73 2928 2898 14
81 2900 2870 14
84 2889 2859 14
87 2882 2852 14
98 2837 2807 14
15 3411 3371 19
26 3432 3392 19
32 3411 3371 19
37 3395 3355 19
44 3364 3324 19
45 3359 3319 19
51 3386 3346 19
52 3388 3348 19
95 3186 3146 19
6 3701 3651 24
24 3692 3642 24
36 3643 3593 24
41 3615 3565 24
70 3502 3452 24
72 3495 3445 24
88 3430 3380 24
94 3396 3346 24
18 3844 3784 29
30 3798 3738 29
86 3541 3481 29
42 3808 3738 34
82 3618 3548 34
59 3790 3700 44
23 3984 3884 46
