1 18 8 2
2 57 47 4
10 392 382 4
15 525 515 4
32 629 619 4
35 622 612 4
43 596 586 4
46 593 583 4
49 587 577 4
3 951 931 9
14 1167 1147 9
17 1158 1138 9
21 1149 1129 9
22 1144 1124 9
23 1143 1123 9
24 1141 1121 9
27 1236 1216 9
28 1237 1217 9
30 1233 1213 9
37 1212 1192 9
40 1199 1179 9
42 1194 1174 9
44 1189 1169 9
45 1188 1168 9
47 1180 1160 9
48 1176 1156 9
50 1175 1155 9
5 1481 1451 14
19 1566 1536 14
20 1567 1537 14
33 1583 1553 14
36 1568 1538 14
39 1555 1525 14
41 1544 1514 14
9 1825 1785 19
12 1858 1818 19
13 1858 1818 19
25 1807 1767 19
26 1840 1800 19
34 1816 1776 19
38 1792 1752 19
4 1993 1943 24
7 2008 1958 24
18 1988 1938 24
31 1945 1895 24
6 2104 2044 29
11 2085 2025 29
29 2064 1994 34
16 2183 2093 44
8 2230 2130 46
