2 108 98 4
1 752 732 6
6 731 721 4
7 1930 1920 4
32 4791 4781 4
35 4786 4776 4
38 4781 4771 4
43 4776 4766 4
47 4773 4763 4
48 4768 4758 4
51 4763 4753 4
56 4743 4733 4
62 7686 7676 4
66 7679 7669 4
67 7679 7669 4
70 7676 7666 4
71 7670 7660 4
74 7662 7652 4
84 7642 7632 4
89 7634 7624 4
92 7628 7618 4
96 7626 7616 4
100 7617 7607 4
116 7602 7592 4
124 7584 7574 4
134 7568 7558 4
139 7560 7550 4
151 7542 7532 4
157 7538 7528 4
4 10797 10777 9
158 10448 10438 4
165 10443 10433 4
167 10439 10429 4
169 10439 10429 4
170 10436 10426 4
174 10434 10424 4
187 10417 10407 4
193 10408 10398 4
202 10387 10377 4
207 10369 10359 4
209 10365 10355 4
212 10360 10350 4
220 10344 10334 4
226 10335 10325 4
233 10327 10317 4
239 10318 10308 4
243 10314 10304 4
245 10312 10302 4
248 10308 10298 4
253 10297 10287 4
257 10288 10278 4
267 10266 10256 4
272 10260 10250 4
274 10256 10246 4
277 10259 10249 4
282 10251 10241 4
283 10248 10238 4
288 10245 10235 4
291 10246 10236 4
300 10228 10218 4
302 10222 10212 4
304 10216 10206 4
305 10210 10200 4
310 10198 10188 4
321 10173 10163 4
326 10166 10156 4
327 10166 10156 4
329 10167 10157 4
330 10166 10156 4
332 10163 10153 4
339 10148 10138 4
350 10118 10108 4
351 10116 10106 4
359 10096 10086 4
362 10085 10075 4
371 10059 10049 4
375 10051 10041 4
401 9993 9983 4
402 9989 9979 4
403 9987 9977 4
407 12740 12730 4
415 12725 12715 4
417 12725 12715 4
419 12719 12709 4
426 12712 12702 4
430 12694 12684 4
440 12668 12658 4
441 12669 12659 4
445 12662 12652 4
447 12655 12645 4
454 12635 12625 4
459 12623 12613 4
469 12607 12597 4
473 12596 12586 4
485 12564 12554 4
497 12542 12532 4
500 12539 12529 4
510 12517 12507 4
512 12514 12504 4
517 12509 12499 4
524 12489 12479 4
526 12488 12478 4
529 12475 12465 4
531 12480 12470 4
533 12481 12471 4
534 12477 12467 4
544 12442 12432 4
546 12432 12422 4
548 12428 12418 4
549 12426 12416 4
552 12419 12409 4
554 12417 12407 4
555 12416 12406 4
564 12388 12378 4
567 12385 12375 4
568 12383 12373 4
569 12377 12367 4
573 12372 12362 4
577 12371 12361 4
587 12353 12343 4
590 12348 12338 4
593 12347 12337 4
596 12338 12328 4
597 12332 12322 4
604 12321 12311 4
606 12317 12307 4
609 12310 12300 4
617 12295 12285 4
620 12286 12276 4
623 12281 12271 4
625 12273 12263 4
636 12254 12244 4
638 12246 12236 4
644 12225 12215 4
647 12218 12208 4
649 12215 12205 4
650 12215 12205 4
652 12208 12198 4
656 12195 12185 4
665 12183 12173 4
668 12174 12164 4
674 12157 12147 4
681 12143 12133 4
683 12144 12134 4
689 12135 12125 4
698 12111 12101 4
700 12113 12103 4
704 12114 12104 4
706 12104 12094 4
709 12093 12083 4
711 12089 12079 4
715 12079 12069 4
721 12062 12052 4
722 12063 12053 4
725 12063 12053 4
733 12044 12034 4
734 12042 12032 4
736 12038 12028 4
740 12030 12020 4
742 12027 12017 4
747 12016 12006 4
751 12007 11997 4
756 11999 11989 4
758 11994 11984 4
760 11988 11978 4
761 11986 11976 4
762 11982 11972 4
771 11965 11955 4
772 11962 11952 4
776 11945 11935 4
777 11945 11935 4
778 11943 11933 4
786 11934 11924 4
796 11915 11905 4
799 11907 11897 4
802 11903 11893 4
811 11888 11878 4
815 11883 11873 4
816 11882 11872 4
830 11861 11851 4
841 11834 11824 4
851 11816 11806 4
854 11807 11797 4
867 11782 11772 4
868 11777 11767 4
869 11776 11766 4
871 11777 11767 4
877 11767 11757 4
879 11767 11757 4
884 11753 11743 4
902 11690 11680 4
907 11680 11670 4
909 11672 11662 4
914 11662 11652 4
921 11644 11634 4
940 11607 11597 4
948 11585 11575 4
949 11585 11575 4
951 11583 11573 4
953 11577 11567 4
955 11574 11564 4
962 11552 11542 4
966 11545 11535 4
969 11536 11526 4
14 16437 16417 9
18 16438 16418 9
21 16434 16414 9
23 16431 16411 9
971 13918 13908 4
982 13894 13884 4
983 13890 13880 4
990 13886 13876 4
996 13864 13854 4
998 13866 13856 4
25 18801 18781 9
26 18801 18781 9
30 18796 18776 9
33 18783 18763 9
39 18772 18752 9
52 18736 18716 9
54 18732 18712 9
57 18714 18694 9
58 21047 21027 9
59 21044 21024 9
61 21034 21014 9
72 20997 20977 9
73 20992 20972 9
78 20977 20957 9
80 20978 20958 9
81 20976 20956 9
85 20964 20944 9
86 20960 20940 9
93 20945 20925 9
94 20942 20922 9
98 20934 20914 9
101 20926 20906 9
104 20921 20901 9
105 20922 20902 9
106 20921 20901 9
110 20916 20896 9
111 20915 20895 9
119 20902 20882 9
120 20899 20879 9
123 20896 20876 9
126 20890 20870 9
128 20887 20867 9
129 20883 20863 9
130 20883 20863 9
137 20864 20844 9
138 20863 20843 9
142 20860 20840 9
145 20852 20832 9
152 20840 20820 9
153 20837 20817 9
154 20835 20815 9
155 20833 20813 9
3 23554 23524 14
160 23055 23035 9
161 23057 23037 9
163 23055 23035 9
164 23051 23031 9
171 23034 23014 9
173 23033 23013 9
177 23027 23007 9
182 23016 22996 9
186 23016 22996 9
194 22993 22973 9
196 22994 22974 9
199 22986 22966 9
200 22981 22961 9
201 22980 22960 9
206 22956 22936 9
208 22948 22928 9
213 22934 22914 9
218 22923 22903 9
219 22921 22901 9
222 22911 22891 9
224 22914 22894 9
225 22910 22890 9
227 22905 22885 9
228 22902 22882 9
231 22900 22880 9
235 22888 22868 9
236 22885 22865 9
237 22884 22864 9
241 22880 22860 9
242 22880 22860 9
247 22869 22849 9
254 22848 22828 9
255 22845 22825 9
256 22842 22822 9
259 22833 22813 9
261 22832 22812 9
263 22823 22803 9
270 22810 22790 9
278 22796 22776 9
279 22796 22776 9
281 22790 22770 9
286 22776 22756 9
289 22773 22753 9
290 22775 22755 9
293 22767 22747 9
294 22769 22749 9
297 22762 22742 9
298 22758 22738 9
307 22723 22703 9
313 22703 22683 9
314 22700 22680 9
317 22692 22672 9
318 22692 22672 9
328 22668 22648 9
335 22655 22635 9
336 22652 22632 9
340 22637 22617 9
342 22632 22612 9
352 22595 22575 9
354 22590 22570 9
360 22576 22556 9
363 22559 22539 9
364 22550 22530 9
374 22527 22507 9
377 22521 22501 9
380 22514 22494 9
381 22513 22493 9
384 22503 22483 9
385 22502 22482 9
388 22498 22478 9
391 22490 22470 9
394 22486 22466 9
395 22481 22461 9
404 22449 22429 9
406 24449 24429 9
409 24444 24424 9
411 24444 24424 9
412 24441 24421 9
420 24418 24398 9
421 24417 24397 9
422 24413 24393 9
424 24412 24392 9
427 24399 24379 9
429 24388 24368 9
434 24380 24360 9
435 24378 24358 9
436 24375 24355 9
442 24350 24330 9
443 24349 24329 9
448 24333 24313 9
461 24297 24277 9
462 24292 24272 9
464 24291 24271 9
465 24289 24269 9
466 24287 24267 9
468 24282 24262 9
470 24270 24250 9
472 24268 24248 9
474 24263 24243 9
475 24263 24243 9
477 24254 24234 9
480 24250 24230 9
482 24240 24220 9
494 24205 24185 9
504 24186 24166 9
511 24169 24149 9
515 24162 24142 9
516 24162 24142 9
527 24125 24105 9
528 24119 24099 9
538 24094 24074 9
543 24074 24054 9
547 24055 24035 9
550 24043 24023 9
551 24035 24015 9
556 24019 23999 9
557 24018 23998 9
560 24007 23987 9
562 24002 23982 9
574 23968 23948 9
576 23966 23946 9
580 23959 23939 9
581 23957 23937 9
586 23947 23927 9
588 23938 23918 9
592 23936 23916 9
595 23926 23906 9
598 23907 23887 9
599 23903 23883 9
600 23902 23882 9
603 23897 23877 9
610 23875 23855 9
611 23874 23854 9
612 23869 23849 9
614 23865 23845 9
615 23864 23844 9
616 23861 23841 9
621 23846 23826 9
624 23838 23818 9
627 23827 23807 9
628 23825 23805 9
629 23824 23804 9
633 23817 23797 9
639 23793 23773 9
657 23725 23705 9
660 23723 23703 9
661 23722 23702 9
664 23714 23694 9
666 23710 23690 9
667 23706 23686 9
671 23690 23670 9
675 23679 23659 9
679 23668 23648 9
685 23655 23635 9
687 23657 23637 9
688 23652 23632 9
690 23649 23629 9
691 23646 23626 9
695 23634 23614 9
696 23628 23608 9
701 23620 23600 9
702 23622 23602 9
710 23589 23569 9
713 23580 23560 9
714 23577 23557 9
717 23569 23549 9
719 23567 23547 9
723 23549 23529 9
724 23548 23528 9
727 23543 23523 9
728 23538 23518 9
731 23534 23514 9
746 23486 23466 9
748 23482 23462 9
750 23477 23457 9
752 23469 23449 9
753 23466 23446 9
764 23427 23407 9
765 23426 23406 9
766 23423 23403 9
774 23394 23374 9
775 23389 23369 9
779 23376 23356 9
783 23372 23352 9
784 23372 23352 9
785 23368 23348 9
787 23361 23341 9
789 23362 23342 9
790 23357 23337 9
793 23351 23331 9
798 23338 23318 9
800 23329 23309 9
804 23324 23304 9
805 23318 23298 9
807 23317 23297 9
809 23316 23296 9
810 23313 23293 9
814 23303 23283 9
817 23293 23273 9
819 23291 23271 9
820 23289 23269 9
822 23282 23262 9
823 23279 23259 9
826 23274 23254 9
828 23272 23252 9
832 23266 23246 9
845 23236 23216 9
846 23234 23214 9
847 23227 23207 9
848 23226 23206 9
850 23220 23200 9
856 23202 23182 9
857 23201 23181 9
861 23192 23172 9
862 23194 23174 9
863 23188 23168 9
865 23184 23164 9
866 23184 23164 9
878 23152 23132 9
880 23146 23126 9
882 23140 23120 9
883 23134 23114 9
885 23125 23105 9
888 23112 23092 9
889 23113 23093 9
891 23105 23085 9
892 23104 23084 9
894 23098 23078 9
895 23093 23073 9
896 23087 23067 9
897 23085 23065 9
906 23061 23041 9
908 23051 23031 9
910 23041 23021 9
911 23042 23022 9
