1 10 0 0
2 32 2 0
3 40 30 0
4 57 37 0
5 75 55 0
6 119 69 0
7 126 116 0
8 150 120 0
9 174 144 0
10 197 167 0
11 197 187 0
12 204 194 0
13 226 196 0
14 240 220 0
15 276 236 0
16 281 271 0
17 300 280 0
18 358 298 0
19 368 348 0
20 392 362 0
21 405 385 0
22 407 397 0
23 501 401 0
24 547 497 0
25 563 543 0
26 596 556 0
27 620 590 0
28 628 618 0
29 651 621 0
30 708 648 0
31 715 705 0
32 749 709 0
33 753 743 0
34 778 748 0
35 796 776 0
36 842 792 0
37 877 837 0
38 892 872 0
39 896 886 0
40 908 888 0
41 951 901 0
42 1019 949 0
43 1035 1015 0
44 1067 1027 0
45 1099 1059 0
46 1111 1091 0
47 1125 1105 0
48 1140 1120 0
49 1152 1132 0
50 1172 1152 0
51 1209 1169 0
52 1248 1208 0
53 1273 1243 0
54 1277 1267 0
55 1279 1269 0
56 1277 1267 0
57 1294 1274 0
58 1302 1292 0
59 1386 1296 0
60 1388 1378 0
61 1414 1384 0
62 1416 1406 0
63 1441 1411 0
64 1459 1439 0
65 1474 1454 0
66 1499 1469 0
67 1498 1488 0
68 1525 1495 0
69 1538 1518 0
70 1586 1536 0
71 1599 1579 0
72 1646 1596 0
73 1670 1640 0
74 1679 1669 0
75 1685 1675 0
76 1699 1679 0
77 1715 1695 0
78 1729 1709 0
79 1745 1725 0
80 1761 1741 0
81 1789 1759 0
82 1854 1784 0
83 1869 1849 0
84 1892 1862 0
85 1901 1891 0
86 1954 1894 0
87 1979 1949 0
88 2022 1972 0
89 2025 2015 0
90 2032 2022 0
91 2042 2022 0
92 2055 2035 0
93 2071 2051 0
94 2115 2065 0
95 2152 2112 0
96 2169 2149 0
97 2185 2165 0
98 2212 2182 0
99 2229 2209 0
100 2235 2225 0
