1 90 0 0
2 147 87 0
3 211 141 0
4 212 202 0
5 230 210 0
6 255 225 0
7 262 252 0
8 346 256 0
9 357 337 0
10 422 352 0
11 517 417 0
12 536 516 0
13 554 534 0
14 567 547 0
15 593 563 0
16 621 591 0
17 664 614 0
18 721 661 0
19 728 718 0
20 790 720 0
21 795 785 0
22 807 787 0
23 831 801 0
24 856 826 0
25 894 854 0
26 907 887 0
27 913 903 0
28 931 911 0
29 960 930 0
30 964 954 0
31 982 962 0
32 1009 979 0
33 1043 1003 0
34 1068 1038 0
35 1082 1062 0
36 1084 1074 0
37 1100 1080 0
38 1114 1094 0
39 1149 1109 0
40 1155 1145 0
41 1183 1153 0
42 1196 1176 0
43 1200 1190 0
44 1222 1192 0
45 1228 1218 0
46 1261 1221 0
47 1276 1256 0
48 1300 1270 0
49 1363 1293 0
50 1387 1357 0
51 1394 1384 0
52 1408 1388 0
53 1413 1403 0
54 1437 1407 0
55 1441 1431 0
56 1486 1436 0
57 1497 1477 0
58 1523 1493 0
59 1590 1520 0
60 1610 1590 0
61 1624 1604 0
62 1632 1622 0
63 1654 1624 0
64 1678 1648 0
65 1694 1674 0
66 1730 1690 0
67 1781 1721 0
68 1786 1776 0
69 1803 1783 0
70 1821 1801 0
71 1845 1815 0
72 1874 1844 0
73 1909 1869 0
74 1924 1904 0
75 1940 1920 0
76 1956 1936 0
77 1980 1950 0
78 1986 1976 0
79 2022 1982 0
80 2028 2018 0
81 2092 2022 0
82 2099 2089 0
83 2116 2096 0
84 2141 2111 0
85 2197 2137 0
86 2252 2192 0
87 2273 2243 0
88 2309 2269 0
89 2324 2304 0
90 2342 2322 0
91 2367 2337 0
92 2382 2362 0
93 2400 2380 0
94 2406 2396 0
95 2428 2398 0
96 2492 2422 0
97 2549 2489 0
98 2587 2547 0
99 2589 2579 0
100 2602 2582 0
101 2606 2596 0
102 2631 2601 0
103 2646 2626 0
104 2652 2642 0
105 2736 2646 0
106 2750 2730 0
107 2793 2743 0
108 2817 2787 0
109 2862 2812 0
110 2927 2857 0
111 2929 2919 0
112 2955 2925 0
113 2969 2949 0
114 3025 2965 0
115 3060 3020 0
116 3076 3056 0
117 3113 3073 0
118 3130 3110 0
119 3195 3125 0
120 3266 3186 0
121 3301 3261 0
122 3325 3295 0
123 3332 3322 0
124 3357 3327 0
125 3373 3353 0
