4 11 1 0
7 11 1 0
5 39 19 0
9 36 16 0
19 11 1 0
21 11 1 0
12 67 47 2
27 11 1 0
30 12 2 0
13 106 86 1
36 11 1 0
14 130 110 1
40 18 8 0
43 13 3 0
45 11 1 0
22 140 120 0
51 11 1 0
53 10 0 0
55 11 1 0
26 172 152 2
62 11 1 0
28 197 177 1
68 11 1 0
31 219 199 1
35 219 199 0
78 13 3 0
80 15 5 0
82 16 6 0
37 257 237 0
38 271 251 0
94 13 3 0
42 283 263 0
99 16 6 0
101 13 3 0
104 11 1 0
47 304 284 1
52 296 276 0
111 17 7 0
57 295 275 0
60 308 288 0
123 10 0 0
61 332 312 0
65 332 312 0
131 14 4 0
134 11 1 0
69 352 332 1
70 370 350 0
74 373 353 0
75 389 369 0
147 18 8 0
149 21 11 0
151 22 12 0
158 11 1 0
159 16 6 0
76 456 436 1
164 18 8 0
166 18 8 0
83 466 446 0
173 14 4 0
177 11 1 0
89 475 455 1
90 493 473 0
187 11 1 0
92 514 494 1
93 532 512 0
196 11 1 0
197 13 3 0
100 535 515 1
103 539 519 0
205 11 1 0
209 11 1 0
106 564 544 1
212 15 5 0
213 15 5 0
216 11 1 0
217 18 8 0
220 10 0 0
113 594 574 1
116 601 581 0
229 11 1 0
118 626 606 1
125 609 589 0
126 621 601 0
240 18 8 0
245 11 1 0
128 651 631 1
249 15 5 0
129 676 656 0
135 662 642 0
260 11 1 0
136 685 665 1
266 11 1 0
137 709 689 1
270 11 1 0
272 15 5 0
273 20 10 0
140 746 726 1
281 13 3 0
143 759 739 0
288 11 1 0
144 777 757 1
293 11 1 0
294 15 5 0
295 19 9 0
296 23 13 0
301 11 1 0
152 812 792 2
307 11 1 0
153 838 818 1
154 852 832 0
161 846 826 0
321 11 1 0
162 873 853 1
324 19 9 0
326 22 12 0
333 11 1 0
163 920 900 1
170 906 886 0
342 11 1 0
171 932 912 1
348 11 1 0
351 11 1 0
174 957 937 2
356 11 1 0
358 11 1 0
180 968 948 2
366 11 1 0
181 995 975 1
371 10 0 0
184 1004 984 0
