1 10 0 0
3 10 0 0
7 11 1 0
4 38 18 1
11 11 1 0
12 18 8 0
16 11 1 0
5 88 68 2
14 53 33 0
22 20 10 0
28 11 1 0
17 84 64 1
31 19 9 0
33 17 7 0
19 112 92 0
39 20 10 0
21 129 109 0
25 127 107 0
35 100 80 0
54 11 1 0
55 13 3 0
56 11 1 0
58 16 6 0
60 12 2 0
62 10 0 0
38 166 146 0
67 12 2 0
40 182 162 0
74 13 3 0
75 19 9 0
43 209 189 0
85 11 1 0
46 216 196 1
89 10 0 0
90 17 7 0
47 250 230 0
48 265 245 0
100 20 10 0
49 287 267 0
50 307 287 0
57 289 269 0
64 274 254 0
65 289 269 0
69 283 263 0
71 294 274 0
76 294 274 0
77 310 290 0
78 324 304 0
79 340 320 0
80 356 336 0
83 364 344 0
91 337 317 0
92 350 330 0
93 366 346 0
96 374 354 0
97 390 370 0
99 404 384 0
2 927 897 0
8 935 905 0
9 959 929 0
10 982 952 0
13 991 961 0
20 987 957 0
27 975 945 0
29 996 966 0
34 1003 973 0
53 938 908 0
61 919 889 0
63 936 906 0
66 954 924 0
68 970 940 0
73 975 945 0
81 974 944 0
84 987 957 0
87 1004 974 0
98 977 947 0
15 1441 1401 0
26 1421 1381 0
32 1434 1394 0
37 1452 1412 0
44 1452 1412 0
45 1484 1444 0
51 1494 1454 0
52 1533 1493 0
95 1347 1307 0
6 1864 1814 0
24 1812 1762 0
36 1807 1757 0
41 1826 1776 0
70 1721 1671 0
72 1761 1711 0
88 1737 1687 0
94 1750 1700 0
18 2213 2153 0
30 2203 2143 0
86 1979 1919 0
42 2274 2204 0
82 2139 2069 0
59 2341 2251 0
23 2626 2526 0
